,Ultimate Parent Name,Country,Ultimate Parent ISIN,Latitude,Longitude,ExposureScore_Composite_ModerateHigh_2020,ExposureScore_Composite_ModerateHigh_2030,ExposureScore_Composite_ModerateHigh_2040,ExposureScore_Composite_ModerateHigh_2050,ExposureScore_Composite_ModerateHigh_2060,ExposureScore_Composite_ModerateHigh_2070,ExposureScore_Composite_ModerateHigh_2080,ExposureScore_Composite_ModerateHigh_2090
44226,Porsche Automobil Holding SE,Germany,DE000PAH0038,51.32,9.4,78,79,75,78,82,84,87,88
6302,BPER Banca SpA,Italy,IT0000066123,44.48153,11.03359,69,72,65,72,78,81,85,85
5248,CaixaBank S.A.,Spain,ES0140609019,38.03319,-3.289637,84,85,85,87,87,89,91,92
395,ICICI Bank,India,INE090A01021,21.46694,72.95332,78,76,75,74,74,75,73,75
49758,India,India,,22.27517,73.7152,72,69,70,68,68,70,69,71
33648,Aquafin NV,Belgium,,51.25482,3.207856,73,76,75,83,84,86,89,90
47578,CrelanCo,Belgium,,51.04403,3.755817,81,82,80,83,84,85,87,88
23493,KBC Group,Belgium,BE0003565737,50.84662,4.724596,82,85,83,88,89,91,94,94
14368,Araontech Co.,South Korea,,37.44285,127.12674,80,80,80,80,87,86,88,90
2284,PAREXEL International Corp.,Philippines,,14.557407,121.021779,77,76,76,79,80,81,83,82
46407,Unicaja Banco S.A.,Spain,ES0180907000,43.46009,-3.80911,70,71,68,73,72,76,79,79
22444,OSB Group Plc,United Kingdom,GB00BLDRH360,52.63711,-2.12278,74,76,75,80,85,86,90,91
31690,Lazard Ltd,France,BMG540501027,48.87509,2.314789,67,69,68,74,76,79,81,81
544,Ingram Micro Inc.,Norway,,59.910241,10.810723,68,67,67,70,74,74,76,78
41766,China,China,,30.11738,120.5431,72,73,75,80,82,82,85,86
7829,ICICI Bank,India,INE090A01021,28.79803,79.02036,79,76,73,73,72,71,70,74
50671,Kuwait Finance House K.S.C.P.,Turkey,KW0EQ0100085,38.43707,27.18031,80,82,83,84,84,85,88,88
13950,Ministry of Finance,Poland,,52.85005,19.66671,67,68,69,76,80,80,82,85
12782,National Grid plc,United Kingdom,GB00BDR05C01,52.723547,0.1621348,75,77,77,82,86,88,91,91
2692,India,India,,14.45543,79.98433,67,64,59,61,59,61,65,62
23160,The Norwegian Ministry Trade I,Germany,,52.54613,9.11444,78,78,77,81,86,89,90,91
52752,Deutsche Bk Aktiengesellschaft,Germany,DE0005140008,51.57433,6.98893,66,67,68,71,74,77,80,81
34636,Rathbones Group Plc,United Kingdom,GB0002148343,52.481235,-1.896303,71,72,71,75,79,79,82,84
6663,Axis Bank,India,INE238A01034,25.91954,73.66783,79,76,75,74,75,72,73,75
25302,Riyad Bank,Saudi Arabia,SA0007879048,25.615,49.56841,76,76,78,80,81,80,82,83
41831,The South Indian Bank,India,INE683A01023,9.17667,76.56287,55,56,57,59,63,69,72,74
8040,CaixaBank S.A.,Spain,ES0140609019,40.17506,-4.84883,77,76,76,82,83,83,87,89
56456,Société Générale Société anony,France,FR0000130809,50.53133,2.804436,82,84,83,87,88,91,93,94
12077,India,India,,21.01337,75.56398,78,78,75,75,73,73,72,73
22537,Bank of Comms Co. Ltd.,China,CNE100000205,45.74486,126.6093,63,63,62,67,70,68,74,75
53728,India,India,,22.52027,88.34541,63,62,53,54,56,53,56,61
20106,Nyfosa AB (publ),Sweden,SE0011426428,59.37465,13.55927,67,73,71,78,84,83,86,89
18119,BNP Paribas,Turkey,FR0000131104,38.32735,27.13641,80,82,83,84,84,85,88,88
51429,India,India,,25.54071,83.22121,80,78,75,72,73,70,69,73
29419,Tianjin Rural Comm Bk Co. Ltd.,China,,39.71208,117.3112,76,79,77,75,76,75,77,77
16075,Kingfisher plc,United Kingdom,GB0033195214,51.6465579,-0.0303716,78,81,77,80,81,80,83,85
38616,China,China,,42.05337,123.5175,70,70,63,74,75,73,81,79
35714,Deutsche Bk Aktiengesellschaft,Germany,DE0005140008,48.74414,11.4361,64,68,62,68,72,76,78,78
24232,Yes Bank,India,INE528G01035,28.44935,77.52836,83,79,75,74,74,71,68,74
11762,India,India,,30.96656,74.61508,80,75,76,74,74,70,70,73
46200,The Saudi National Bank,Saudi Arabia,SA13L050IE10,24.6696,46.80574,79,80,79,80,80,81,82,81
49346,India,India,,14.44271,79.98432,66,64,59,61,59,61,65,62
56327,Archer-Daniels-Midland Co.,United Kingdom,US0394831020,51.4926,0.167939,78,80,76,79,82,82,85,86
24681,Poly Property Group Co.,China,HK0119000674,29.85557,121.60942,73,74,76,78,81,80,83,84
12623,India,India,,15.53106,74.13717,45,43,44,42,47,45,49,54
37339,China,China,,41.85769,123.8982,75,74,69,75,75,74,80,79
11983,China,China,,36.84675,111.7759,79,80,79,78,81,83,83,84
21574,Toppan Inc.,India,JP3629000005,31.1252,76.118896,81,77,74,74,75,72,71,76
49915,National Bank Greece S.A.,Greece,GRS003003035,39.15999,20.98214,71,77,76,76,75,76,76,76
48473,Welltower Inc.,United Kingdom,US95040Q1040,51.62058,-0.83423,80,83,80,83,86,86,90,91
41854,India,India,,18.39876,76.58064,81,78,77,75,76,75,73,73
41560,India,India,,12.9701,80.13147,71,71,69,70,69,71,71,69
50911,India,India,,23.85126,77.93387,81,80,76,73,73,74,72,74
2786,India,India,,22.57129,88.50219,66,66,57,59,60,59,63,65
22775,Banco BPM S.p.A.,Italy,IT0005218380,44.8923,10.99499,67,69,64,70,76,80,83,83
8393,China,China,,22.80787,113.7981,67,67,64,68,70,70,73,74
23863,Starbucks Corp.,China,US8552441094,22.26402902,114.2491466,71,72,72,75,77,79,81,83
13966,MAS P.L.C.,United Kingdom,VGG5884M1041,54.149256,-4.478015,67,71,70,73,75,76,77,79
55350,The Federal Bank,India,INE171A01029,23.73678,86.79667,65,63,57,54,57,51,56,61
40771,Welltower Inc.,United Kingdom,US95040Q1040,54.92819,-1.40927,72,75,74,78,82,86,89,91
55867,India,India,,26.43801,85.13235,75,75,68,69,69,68,68,72
31662,Fidelity Bank Plc,Nigeria,NGFIDELITYB5,5.10883,7.36689,67,69,65,68,67,67,69,71
26283,Zepp Health Corp.,China,US98945L1052,31.830372,117.132317,69,73,74,76,80,79,81,83
8441,Yes Bank,India,INE528G01035,22.81313,75.90319,81,78,76,74,76,73,70,73
40506,Novera Energy Ltd.,United Kingdom,,51.511228,-0.124679,78,81,77,80,81,80,84,85
30565,DGB Financial Group,South Korea,KR7139130009,35.80717,128.5361,77,80,80,82,85,87,87,90
35832,Barclays PLC,France,GB0031348658,43.60446,2.244018,78,81,80,82,84,85,86,88
30306,South African Reserve Bank,South Africa,ZAE000007027,-28.21342,30.674,66,65,63,70,75,79,79,84
49533,Groupe BPCE,France,,-21.27188,55.43733,31,34,36,39,41,43,45,46
37668,China,China,,30.68419,103.8544,64,69,65,72,75,79,80,80
12383,ICICI Bank,India,INE090A01021,9.09308,76.85469,59,61,62,63,65,71,73,75
54065,India,India,,23.00039,77.5827,81,79,76,74,74,75,73,75
38943,India,India,,17.01885,80.99609,72,69,61,60,60,59,58,57
46602,Rabobank,Netherlands,,52.51055,6.085243,68,69,69,73,76,79,79,81
39447,China,China,,34.31012,117.9599,69,74,73,73,75,74,76,78
38821,Banco Comercial Português S.A.,Portugal,PTBCP0AM0015,41.68774,-7.66805,77,77,79,82,84,85,88,90
19626,Standard Chartered PLC,Ghana,GB0004082847,9.40593,-0.84196,67,67,62,61,60,61,63,65
14852,Kuwait Finance House K.S.C.P.,Turkey,KW0EQ0100085,39.64741,27.8859,74,78,81,81,83,84,85,87
12941,Veolia Environnement SA,United Kingdom,FR0000124141,54.1388,-2.75733,72,75,73,75,76,79,81,83
10,TotalEnergies SE,Germany,FR0000120271,51.28967,11.9906,76,78,74,79,83,86,88,89
38495,China,China,,33.28057,113.5161,76,80,80,81,82,84,85,86
47608,China,China,,29.70899,107.391,66,67,66,69,76,78,79,80
45496,China,China,,30.45063,114.8807,63,65,68,69,72,70,73,74
9389,Yapi ve Kredi Bankasi,Turkey,TRAYKBNK91N6,40.9783,29.09788,72,77,79,82,83,85,87,88
22015,Retail Estates N.V.,Belgium,BE0003720340,51.02955,3.76362,81,82,80,83,84,85,87,88
14790,Scatec ASA,Uganda,NO0010715139,0.338941,32.585213,66,69,69,69,69,71,72,75
53968,China,China,,37.02348,111.9009,77,77,77,76,78,79,79,79
28433,AURELIUS Eqty Opportunities SE,United Kingdom,DE000A0JK2A8,53.3809232,-2.4777273,77,78,76,78,82,84,86,89
10800,India,India,,29.5942,77.05027,81,77,74,73,74,72,70,75
5052,India,India,,25.17982,75.83767,77,74,69,70,71,69,69,71
227,Standard Chartered PLC,China,GB0004082847,29.57864,106.569,67,67,65,69,74,77,77,79
81,BNP Paribas,Italy,FR0000131104,45.58223,9.27116,67,68,65,69,69,72,76,76
16855,Netherlands,Netherlands,IT0005418915,53.55017,3.267221,28,30,23,21,23,22,22,23
44126,China,China,,27.99258,116.3629,64,66,68,69,72,72,74,75
23331,Cisco Systems Inc.,Italy,US17275R1023,45.482656,9.20171,66,68,64,68,70,71,76,77
21546,Chongqing Rural Commercial,China,CNE100000X44,29.85653,106.4139,69,72,71,77,81,86,86,88
42122,Fastighets AB Balder,Sweden,SE0000455057,57.67661,12.00585,67,68,68,74,78,79,81,84
47364,SASAC,China,,34.342091,108.939766,77,79,78,79,82,82,83,85
44389,ICICI Bank,India,INE090A01021,22.29072,70.79336,77,74,75,75,74,76,76,78
49521,IndusInd Bank,India,INE095A01012,23.15958,79.9303,78,77,75,72,72,73,71,72
27890,Banco de Sabadell S.A.,Spain,ES0113860A34,41.42076,2.203379,74,74,71,74,76,78,80,79
25849,India,India,,22.29315,70.8026,77,74,75,75,74,76,76,78
6433,Metro Bank PLC,United Kingdom,GB00BZ6STL67,51.5953,-0.10866,78,81,77,80,81,80,83,85
50615,Veolia Environnement SA,United Kingdom,FR0000124141,51.5294,-2.67556,73,76,75,79,82,81,86,88
31873,LSGA Holdings Ltd.,Portugal,,39.29823,-7.429976,80,79,79,80,79,78,78,77
17980,China,China,,22.8173,108.3661,64,68,68,70,72,75,72,75
49755,China,China,,40.39659,110.022,73,73,78,78,80,80,81,81
33418,Vontobel Holding AG,Switzerland,CH0012335540,46.005467,8.953148,69,69,64,68,67,67,72,71
34840,Metrobank Bank & Trust,Philippines,PHY6028G1361,15.14503,120.5887,75,71,72,77,78,80,83,84
2858,Groupe BPCE,France,,-20.87481,55.44887,40,40,41,42,44,45,47,48
9524,China,China,,31.8088,113.0647,70,74,75,76,78,79,82,83
13360,China,China,,30.77709,120.7276,77,78,79,82,84,83,85,85
34227,China,China,,45.72358,126.6527,63,63,62,67,70,68,74,75
40571,Attijariwafa bank SA,Morocco,MA0000012445,33.56548,-7.58943,68,69,70,72,74,76,79,80
27201,China,China,,23.12846,113.8528,69,69,67,71,74,75,76,78
35167,LVMH Moët Hennessy - Louis Vui,France,FR0000121014,41.11943817,29.07527924,49,52,58,64,68,76,81,82
41115,Axis Bank,India,INE238A01034,26.25224,92.34147,61,67,62,66,65,72,73,75
37910,CrelanCo,Belgium,,51.26686,4.867496,82,85,83,87,88,89,91,92
12477,Greentown China Holdings Ltd.,China,KYG4100M1050,37.99832,114.53735,78,79,76,71,71,71,72,72
28766,Chongqing Rural Commercial,China,CNE100000X44,30.82328,108.3949,66,69,69,77,83,85,86,89
28743,China,China,,29.70495,105.7182,68,72,72,80,85,88,89,89
15496,India,India,,18.91883,75.74737,80,79,78,76,77,76,74,75
1913,Arthur J. Gallagher & Co.,United Kingdom,US3635761097,53.337791,-2.132673,77,78,76,79,82,84,86,89
26731,Enel SpA,Portugal,IT0003128367,39.46918,-8.11104,77,77,77,82,82,83,88,89
47090,Yes Bank,India,INE528G01035,23.23568,87.86625,67,65,61,58,59,56,59,61
35435,Sabre Corp.,Italy,US78573M1045,41.823992,12.408955,82,84,83,86,88,90,92,93
3351,Pennon Group Plc,United Kingdom,GB00BNNTLN49,53.389218,-1.445793,72,73,72,74,76,77,81,82
16696,Chongqing Rural Commercial,China,CNE100000X44,29.0537,106.5566,70,74,73,78,83,87,88,89
34273,Groupe BPCE,France,,47.74174,6.827562,69,72,68,70,75,79,82,83
24754,Bank Beijing,China,CNE100000734,34.23479,108.9279,76,79,78,80,83,83,84,85
14515,India,India,,22.8618,78.86443,81,79,76,75,75,77,75,76
36505,Ministry of Finance,Poland,,54.10571,23.34562,67,69,70,80,84,83,86,88
21214,ICICI Bank,India,INE090A01021,31.10738,77.66772,84,81,79,81,81,84,85,85
15000,China,China,,39.97395,116.3271,78,79,78,75,77,76,77,78
13685,China,China,,36.65324,117.0017,71,75,75,75,74,74,75,75
1800,Zhejiang Xiaoshan Rural Comm B,China,,29.91953,120.1488,73,73,75,80,82,82,84,86
46554,Industrial Bank,China,CNE000001QZ7,30.63087,114.3732,62,65,68,69,72,70,73,74
48372,Powszechny Zaklad Ubezpieczen,Poland,PLPZU0000011,51.81644,19.89021,72,73,74,80,81,82,84,86
41406,Mahindra & Mahindra Ltd.,India,INE101A01026,19.77024,72.77212,51,57,57,58,59,62,64,65
18400,Starbucks Corp.,United Kingdom,US8552441094,53.5460189,-1.440941,75,76,75,78,82,84,88,89
7186,India,India,,14.45179,78.82992,78,78,74,74,76,75,74,73
5958,China,China,,25.02148,102.7223,75,77,81,83,85,88,88,90
44279,Kingfisher plc,United Kingdom,GB0033195214,57.4859267,-1.8032628,67,71,71,75,76,80,81,84
23459,Intesa Sanpaolo S.p.A.,Italy,IT0000072618,42.58742,11.51755,82,86,84,87,89,91,93,94
4852,DBS Group Holdings Ltd,India,SG1L01001701,21.13886,79.0653,68,64,59,60,58,57,61,60
21662,Türkiye Is Bankasi A.S.,Turkey,TRAISCTR91N2,40.28838,38.42288,80,81,83,83,87,88,90,91
50277,Bank of Lanzhou Co. Ltd.,China,CNE1000056L9,36.03744,103.8613,56,57,61,57,68,69,72,74
26855,China,China,,30.81247,108.4113,66,69,69,77,83,85,86,89
31949,Ibstock plc,United Kingdom,GB00BYXJC278,52.6906,-1.35221,74,76,75,80,86,87,91,91
54857,Yapi ve Kredi Bankasi,Turkey,TRAYKBNK91N6,36.91911,34.88577,79,82,83,83,84,86,86,88
52301,China,China,,40.84193,122.1467,70,69,67,67,66,67,70,70
55743,Allianz SE,Germany,DE0008404005,48.15107,11.54192,67,70,64,67,71,75,77,78
5153,Cranswick plc,United Kingdom,GB0002318888,52.5689,0.805779,70,73,71,79,83,85,89,90
13344,China,China,,21.91305,110.8523,69,69,70,68,73,72,74,75
7629,Ministero dell'Economia,Italy,,44.71922,10.30387,67,70,64,71,76,80,84,83
40584,India,India,,16.32672,80.96127,69,67,58,58,59,57,58,61
48788,Shanghai Intl Port (Grp),China,CNE0000013N8,31.3797833,121.5841333,61,61,65,71,75,76,79,81
24107,Derwent London,United Kingdom,GB0002652740,51.51831,-0.15548,78,81,77,80,81,80,84,85
3960,WuHan Yangtze Communication In,China,CNE000001659,30.59276,114.305252,65,68,72,74,78,76,79,81
7711,India,India,,13.02549,80.2391,72,72,69,70,68,71,71,70
54433,China Merchants Bank,China,CNE000001B33,40.02289,117.4117,76,75,73,72,73,71,72,73
9478,Ministry of Finance,Poland,,53.56043,16.23097,72,73,74,77,80,81,85,84
3346,Ping An Ins (Grp) Co. CN Ltd,China,CNE1000003X6,31.23037,121.473701,79,80,81,84,86,86,87,88
2757,Guangzhou Rural Commercial,China,CNE100002FR4,23.24895,113.2668,63,64,62,64,68,67,69,72
6680,Axis Bank,India,INE238A01034,21.00289,75.56338,78,78,75,75,73,73,72,73
53560,Vietnam,Vietnam,,10.779945,106.695704,66,64,64,64,66,64,64,63
6687,Shanghai Intl Port (Grp),China,CNE0000013N8,31.230416,121.473701,79,80,81,84,86,86,87,88
44379,Copperstone Resources AB,Sweden,SE0001915190,59.66253,15.0956,70,71,69,76,79,80,82,86
49133,India,India,,15.18684,76.64704,74,74,67,66,66,67,64,64
49421,China,China,,35.76393,115.0418,76,78,78,77,76,78,78,78
41010,Biotage AB (publ),United Kingdom,SE0000454746,51.628,-3.23258,73,77,75,78,81,82,86,88
23702,GEA Group Aktiengesellschaft,United Kingdom,DE0006602006,50.83265,-1.18872,74,77,75,78,81,81,86,86
15522,China,China,,27.79604,106.4081,68,71,71,78,83,88,90,90
44337,India,India,,24.79397,73.04959,72,70,69,60,62,59,62,65
5352,India,India,,17.73155,83.33426,45,40,43,46,48,51,51,59
46820,Barclays PLC,United Kingdom,GB0031348658,52.4154613,-1.9703676,71,72,71,75,79,79,82,84
52822,China,China,,34.67833,112.3429,75,80,82,81,83,84,84,86
11033,Fundación Bancaria Ibercaja,Spain,,36.68623,-6.137621,79,79,78,78,78,80,80,81
2907,Sichuan State-owned Assets Sup,China,,30.46696,106.14452,70,73,70,78,81,85,87,88
13112,India,India,,29.47502,77.7,79,76,73,71,72,70,70,73
20030,India,India,,19.19565,72.87276,46,55,56,54,56,59,64,64
42299,China Vanke Co,China,CNE0000000T2,22.98075,113.1345,64,65,64,66,68,68,71,72
21597,SM Prime Holdings Inc.,Philippines,PHY8076N1120,14.57759,121.05204,77,76,76,79,80,81,83,82
9557,India,India,,29.83969,76.93141,73,70,70,68,69,68,68,71
679,NatWest Group plc,United Kingdom,GB00B7T77214,51.56232,-0.073546,78,81,77,80,81,80,83,85
44458,India,India,,13.93813,75.5495,79,79,73,73,74,76,74,74
30703,China,China,,24.03885,104.1935,66,73,79,83,87,91,91,92
32881,Hana Financial Group,South Korea,KR7086790003,36.80493,127.1522,71,72,74,72,77,77,78,81
51144,China,China,,37.19385,118.8212,75,79,75,76,76,77,80,82
40139,China,China,,30.45745,112.743,67,68,71,72,79,78,81,82
18383,Republic of Turkey Ministry,Turkey,,38.34514,37.969,64,65,67,68,74,75,78,83
22695,China,China,,47.31462,130.2722,73,71,72,77,78,79,82,83
3460,Banco BPM S.p.A.,Italy,IT0005218380,44.71931,8.287035,73,77,74,76,80,83,87,87
30503,Groupe BPCE,France,,47.52808,3.07324,71,75,72,81,86,89,89,90
13485,Powszechny Zaklad Ubezpieczen,Poland,PLPZU0000011,51.35578,19.37,75,75,78,81,81,82,83,85
55818,China,China,,39.68091,106.8365,66,64,63,64,67,65,71,70
9033,China,China,,22.84799,110.5515,68,69,71,72,76,78,78,80
18280,China,China,,31.52804,116.5876,70,73,75,77,80,79,82,83
9228,Fed State of Lower Austria,Austria,,46.98733,15.0913,67,72,66,68,75,77,80,81
25107,India,India,,23.23788,88.33832,65,64,57,57,58,55,57,61
13064,APA Corp.,Egypt,US03743Q1085,29.40607,29.3749,73,71,74,75,80,81,82,82
36319,Longfor Group,China,KYG5635P1090,25.93596,119.47727,74,74,76,80,80,83,86,87
11995,China,China,,31.96401,121.0652,66,69,69,72,77,77,79,82
55674,China,China,,22.76076,113.2835,66,66,65,67,70,69,72,73
24447,Unicaja Banco S.A.,Spain,ES0180907000,36.71995,-4.420214,75,77,77,78,76,77,79,80
48879,Standard Life Investments Ppty,United Kingdom,GB0033875286,52.46781,-1.72312,74,75,75,81,86,87,91,91
16063,Industrial Bank,China,CNE000001QZ7,28.68829,115.8893,64,66,67,67,71,72,73,75
49923,India,India,,19.17467,72.9431,46,55,56,54,56,59,64,64
36693,India,India,,17.54105,78.48717,83,81,79,76,79,76,75,75
41025,First Abu Dhabi Bank P.J.S.C.,United Arab Emirates,AEN000101016,24.46386,54.3356,68,77,72,77,81,77,84,85
18877,Commerzbank,Germany,DE000CBK1001,48.03936,11.52151,70,75,68,73,78,84,88,88
13630,South Korea,South Korea,,37.23722,127.0731,76,76,76,77,83,83,85,87
49228,India,India,,10.52772,76.21443,65,65,65,67,66,67,71,73
30296,Johnson & Johnson,United Kingdom,US4781601046,53.770587,-1.570663,73,74,72,74,76,77,79,82
37101,Enel SpA,Italy,IT0003128367,43.895349,11.544397,81,83,80,82,86,88,90,92
24044,ABANCA Corporación Bancaria S.,Spain,,42.23784,-8.717789,64,66,64,66,68,68,74,74
12510,China,China,,36.57888,117.9808,70,69,65,67,65,65,67,67
2980,Bank of Jiangsu Co. Ltd.,China,CNE100002G76,33.4395,120.0267,66,68,68,75,76,79,81,83
6224,Banque Saudi Fransi,Saudi Arabia,SA0007879782,26.39958,50.06585,76,77,76,78,78,79,81,82
24296,China,China,,43.83951,125.2401,79,80,79,80,82,81,86,85
27637,China,China,,42.00235,121.6369,72,70,67,68,67,68,70,69
14847,Marks & Spencer Group plc,United Kingdom,GB0031274896,55.1190122,-6.6745061,75,76,76,80,80,84,85,88
38629,Bank of Comms Co. Ltd.,China,CNE100000205,36.65634,116.9985,73,79,77,79,77,79,80,80
53058,Crédit Agricole Group,Italy,,46.50546,13.57781,74,76,71,75,79,75,82,79
19433,Banque Internationale Arabe de,Tunisia,TN0001800457,35.29385,10.70722,62,62,66,73,75,80,78,84
28136,Ping An Ins (Grp) Co. CN Ltd,China,CNE1000003X6,31.42054,119.4568,77,78,80,82,86,85,86,88
3600,Al Rajhi Bnkg & Invt Corp.,Saudi Arabia,SA0007879113,19.539,43.51814,57,56,53,52,52,56,56,59
44141,India,India,,22.96247,73.96266,79,77,78,75,75,75,73,75
11542,China,China,,29.29918,120.081,68,69,69,73,75,74,77,79
51271,Tesco PLC,United Kingdom,GB00BLGZ9862,53.0987839,-1.1176047,74,76,75,79,83,85,89,91
19117,Lloyds Banking Group plc,United Kingdom,GB0008706128,49.43843,-2.5565,73,76,75,80,80,81,86,86
39585,Torunlar Gayrimenkul Yatirim,Turkey,TRETRGY00018,40.99558,28.82455,77,80,81,82,83,85,87,88
45822,India,India,,10.83899,78.80364,69,67,67,67,66,67,66,68
51724,Jiashun (Hldg) Invt Ltd,China,,31.02038,121.8871,75,76,79,84,86,87,89,90
36671,Zenith Bank Plc,Nigeria,NGZENITHBNK9,6.51853,3.35237,64,66,64,63,65,64,69,72
32029,Shangri-La Asia Limited,China,BMG8063F1068,24.494,118.19086,69,69,70,72,72,73,76,79
19757,Exxon Mobil Corp.,United Kingdom,US30231G1022,53.61322,1.52675,28,29,24,21,22,21,22,23
22682,Banco Santander S.A.,Spain,ES0113900J37,40.41801,0.424962,53,59,57,66,68,74,79,78
43887,ICICI Bank,India,INE090A01021,26.27759,72.97408,80,76,74,74,73,72,73,76
56331,Soparind SCA,France,,48.21,5.55,78,81,82,85,88,90,93,93
50540,Bilbao Bizkaia Kutxa Fundación,Spain,,36.1814,-5.385819,80,82,83,85,85,86,89,90
10369,Nationwide BS,United Kingdom,GB00BBQ33664,51.23763,-2.997435,59,61,56,62,60,62,68,69
51985,Dubai Islamic Bank P.J.S.C.,United Arab Emirates,AED000201015,25.2597,55.32215,67,73,70,77,79,79,82,83
49217,India,India,,22.51738,88.34588,63,62,53,54,56,53,56,61
13187,Banco Santander S.A.,Spain,ES0113900J37,37.86164,-0.791536,76,79,80,82,83,85,87,90
37473,India,India,,19.09761,72.84905,46,55,56,54,56,59,64,64
20081,India,India,,19.40275,72.77899,42,51,49,48,51,55,59,58
13456,China,China,,33.42964,104.8095,61,67,64,72,79,82,84,85
43966,China,China,,36.9655,103.1438,65,66,68,69,76,78,81,83
54490,India,India,,22.71011,88.7109,66,66,57,59,60,59,63,65
48718,Groupe BPCE,France,,45.3798,6.504816,74,74,70,72,72,71,78,78
45964,China,China,,29.44827,119.8943,68,70,70,73,77,75,77,79
39160,India,India,,14.77479,79.51292,72,70,66,64,67,64,68,65
46007,Whirlpool Corp.,Italy,US9633201069,41.010874,14.217208,81,82,81,82,84,85,86,88
53833,KBC Group,Hungary,BE0003565737,47.46395,19.03337,62,65,64,67,71,72,76,78
56,Vodafone Grp Public Ltd. Co.,United Kingdom,GB00BH4HKS39,50.85394681,-1.179983595,74,77,75,78,81,81,86,86
13160,Sony Group,Sweden,JP3435000009,59.298099,17.991556,67,71,70,78,81,85,87,89
11968,Bank of Comms Co. Ltd.,China,CNE100000205,40.00164,118.6999,63,63,60,61,57,59,62,61
38312,Bank of Ireland Group Plc,United Kingdom,IE00BD1RP616,54.67016,-5.956934,71,74,75,80,80,84,85,88
30285,India,India,,17.80913,83.20257,60,56,56,60,57,59,61,64
53235,China,China,,27.83486,113.1309,66,68,69,69,73,73,75,77
25535,India,India,,26.78455,79.01783,79,76,72,72,70,69,67,72
39438,France,Portugal,,42.008,-8.42556,76,78,77,78,82,83,87,88
4575,China Banking Corp.,Philippines,PHY138161229,14.63709,120.9945,76,74,72,74,76,76,79,80
12580,India,India,,12.95301,80.14774,71,71,69,70,69,71,71,69
55858,ABN AMRO Bank N.V.,Belgium,NL0011540547,50.60769,3.38864,81,82,80,83,84,85,88,88
16391,China,China,,27.72173,106.9225,64,67,67,72,76,79,81,81
44816,BYD Co. Ltd.,China,CNE100000296,22.592871,114.514383,67,69,68,71,75,76,78,81
25689,ABANCA Corporación Bancaria S.,Spain,,42.28596,-8.68332,71,72,70,73,76,77,82,83
15429,Airbus SE,France,NL0000235190,43.41,5.21,70,73,73,76,77,79,82,82
42519,SociÉTé Electrique De L'our,Luxembourg,,49.67291,6.43821,73,76,74,78,81,83,87,88
37584,Shenzhen Capchem Technology Co,China,CNE100000K15,22.757549,114.363409,73,73,73,75,77,78,80,82
8978,India,India,,14.18071,75.4214,79,79,74,76,77,78,77,78
17693,Société Générale Société anony,France,FR0000130809,49.90023,3.627127,78,81,80,87,89,92,94,93
37512,Groupe BPCE,France,,46.27463,4.041459,75,76,76,78,83,85,89,89
42717,Walgreens Boots Alliance Inc.,United Kingdom,US9314271084,51.5537709,0.6097564,71,76,74,81,86,86,90,91
18746,India,India,,31.34083,75.04335,73,66,63,62,64,60,58,64
26413,India,India,,19.23041,73.1337,49,54,54,51,54,56,60,60
54779,Visa Inc.,Germany,US92826C8394,51.093124,10.380208,77,78,73,76,81,83,86,87
3545,BAUER Aktiengesellschaft,Germany,DE0005168108,51.44544,10.5998,76,77,74,76,81,84,86,87
7289,Enel SpA,Slovakia,IT0003128367,48.48865,17.79351,64,70,67,75,79,82,84,86
34419,State Bank of Vietnam,Vietnam,,11.939,108.4386,65,61,59,68,69,70,72,74
55767,Ecobank Transnational,Mali,TG0000000132,12.59594,-7.96352,69,66,61,63,61,60,59,63
5309,The Bidvest Group,United Kingdom,ZAE000117321,53.594102,-2.860723,73,74,72,75,76,80,82,86
1140,The South Indian Bank,India,INE683A01023,10.11173,76.51954,63,65,63,64,64,66,70,72
23766,India,India,,23.09422,72.59611,76,75,75,70,73,72,72,73
32842,China,China,,31.6602,119.0445,66,69,69,73,78,78,79,81
52186,Banca Mediolanum S.p.A.,Spain,IT0004776628,43.09802,-2.7493,76,75,72,77,78,81,86,88
39370,Caisse régionale de Crédit Agr,France,,49.20252,-0.336773,77,78,78,83,84,85,88,87
40290,India,India,,30.2786,78.03406,85,82,80,79,79,80,81,83
44674,Enel SpA,Spain,IT0003128367,36.991367,-3.349967,81,84,84,88,89,90,92,93
52188,Al Rajhi Bnkg & Invt Corp.,Saudi Arabia,SA0007879113,24.94069,46.70982,78,80,79,80,79,81,81,81
40745,China,China,,36.03594,103.8531,56,57,61,57,68,69,72,74
4293,The Goldman Sachs Group,Germany,US38141G1040,50.054277,8.51062,77,80,75,78,83,85,88,89
37943,Platzer Fastigheter Holding AB,Sweden,SE0004977692,57.70385,11.99336,62,63,63,68,71,71,73,76
41585,Türkiye Is Bankasi A.S.,Turkey,TRAISCTR91N2,41.94698,34.58706,67,71,73,77,80,85,88,88
19893,BNP Paribas,Italy,FR0000131104,38.26858,16.29774,75,78,77,79,79,82,84,85
6384,Kingfisher plc,United Kingdom,GB0033195214,53.3555594,-2.2043937,77,78,76,79,82,84,86,89
56022,Unicaja Banco S.A.,Spain,ES0180907000,36.50814,-6.277315,77,77,76,77,76,78,79,80
53062,India,India,,12.91659,79.1325,75,73,71,71,73,73,72,71
