,Ultimate Parent Name,Country,Ultimate Parent ISIN,Latitude,Longitude,ExposureScore_Composite_ModerateHigh_2020,ExposureScore_Composite_ModerateHigh_2030,ExposureScore_Composite_ModerateHigh_2040,ExposureScore_Composite_ModerateHigh_2050,ExposureScore_Composite_ModerateHigh_2060,ExposureScore_Composite_ModerateHigh_2070,ExposureScore_Composite_ModerateHigh_2080,ExposureScore_Composite_ModerateHigh_2090
16121,CaixaBank S.A.,Spain,ES0140609019,41.42265,2.156106,74,74,71,74,76,78,80,79
41293,Buttonwood Invt Hldg Co Ltd,China,,28.19329,112.9646,67,67,69,70,74,73,75,77
43925,Metrobank Bank & Trust,Philippines,PHY6028G1361,14.56153,121.0295,77,76,76,79,80,81,83,82
31358,Yum! Brands Inc.,Philippines,US9884981013,14.9553,120.90097,81,80,80,83,86,86,87,88
18731,China,China,,24.94154,111.5178,70,72,76,78,80,82,83,85
40233,China,China,,36.45763,115.9997,73,73,74,72,71,72,72,74
38008,Intesa Sanpaolo S.p.A.,Italy,IT0000072618,43.65653,11.18442,82,84,81,85,87,89,91,92
55232,Yes Bank,India,INE528G01035,22.746,72.50218,72,72,73,69,70,70,71,72
8769,China,China,,28.04098,120.6616,78,79,81,83,86,87,89,90
22472,The Interbank Dep Protection F,Italy,,44.04566,7.916199,71,76,72,76,79,81,86,86
46625,China,China,,30.30376,120.1591,76,77,77,80,82,81,83,83
28584,China,China,,35.23236,113.2573,76,75,75,72,74,73,73,74
39652,OTP Bank Nyrt.,Hungary,HU0000061726,47.5035,19.11919,62,66,63,67,71,73,76,78
42492,Attijariwafa bank SA,Morocco,MA0000012445,35.77468,-5.78558,76,77,77,77,76,77,79,80
35160,China,China,,21.7887,109.6109,72,74,74,76,80,83,82,83
31044,France,France,,43.7868,5.7744,70,75,71,75,79,81,86,86
37706,China,China,,41.75597,123.4361,76,74,69,76,75,75,80,79
40711,India,India,,25.62461,85.03861,59,56,54,50,50,48,50,50
54579,Commerzbank,Germany,DE000CBK1001,50.37151,8.0082,68,71,70,74,79,81,85,87
27186,Aquafin NV,Belgium,,51.046944,4.450825,83,85,83,87,88,89,91,92
11846,India,India,,26.72948,91.91505,61,66,62,64,66,72,72,76
30233,Thames Valley Housing Assn Ltd,United Kingdom,,51.631299,-0.127391,78,81,77,80,81,80,83,85
11247,BNP Paribas,France,FR0000131104,48.40843,2.704032,78,81,79,87,90,91,93,93
20888,China,China,,30.17037,111.7797,67,69,71,73,79,79,83,85
18006,Vietnam,Vietnam,,10.04744,105.9987,68,68,68,69,70,69,70,66
16227,India,India,,10.67356,75.99515,70,69,66,69,69,71,72,75
53974,India,India,,28.76934,77.27003,64,57,52,51,51,47,45,52
31917,Tata Motors Ltd.,United Kingdom,INE155A01022,52.265562,-1.607103,74,75,76,81,86,87,91,91
48459,Coca-Cola Europacific Ptnrs PL,United Kingdom,GB00BDCPN049,55.767803,-4.214623,71,77,75,79,77,82,82,85
15490,India,India,,11.00282,77.0622,75,74,70,69,69,69,69,69
40132,Axis Bank,India,INE238A01034,34.5284,74.25916,75,76,75,76,76,77,79,81
51261,China,China,,32.06034,118.7969,62,63,62,68,69,71,70,73
6095,Barclays PLC,United Kingdom,GB0031348658,53.0370331,-2.9317588,73,74,73,76,80,83,86,89
16038,Entra ASA,Norway,NO0010716418,63.4382,10.40022,69,70,69,69,71,72,77,78
54509,China Banking Corp.,Philippines,PHY138161229,14.6799,120.9803,76,74,72,74,76,76,79,80
31129,China,China,,29.02707,119.2929,68,72,74,78,80,81,83,85
18607,Rothschild & Co SCA,France,FR0000031684,48.87701,2.310912,67,69,68,74,76,79,81,81
28982,Ministry of Finance,Poland,,54.00981,15.98512,67,67,68,77,83,83,87,88
5228,Nationwide BS,United Kingdom,GB00BBQ33664,52.40842,-1.51088,71,72,72,75,79,79,83,83
8713,India,India,,26.19626,78.15622,78,76,71,71,68,68,65,71
11334,India,India,,22.04648,82.15275,78,74,72,68,66,67,68,70
45702,J Sainsbury plc,United Kingdom,GB00B019KW72,51.8559862,-4.3091533,69,73,72,75,78,79,83,85
33885,India,India,,16.43138,80.5251,76,74,68,69,69,67,67,69
21610,Razack Family Trust,India,,12.9761,77.62124,80,79,77,75,76,76,76,76
19028,BNP Paribas,Poland,FR0000131104,51.92657,22.3847,76,77,81,84,86,86,87,89
9301,Oversea-Chinese Banking Corp,China,SG1S04926220,24.45505,118.0708,68,68,69,71,72,72,76,78
13228,A.L. Gotianun Inc.,Philippines,,14.65129,120.9973,76,74,72,74,76,76,79,80
22628,India,India,,16.58294,81.96165,54,50,44,50,52,54,55,59
11068,ING Groep N.V.,Belgium,NL0011821202,49.67981,5.603439,80,80,82,86,86,87,91,91
4496,Ministero dell'Economia,Italy,,41.91644,12.49802,80,81,81,83,85,86,87,89
28877,Banco Santander S.A.,Spain,ES0113900J37,40.03013,-6.086449,75,74,76,79,79,81,85,87
20861,ING Groep N.V.,Poland,NL0011821202,50.68156,17.8818,72,76,75,81,84,86,88,89
42547,Eni S.p.A.,Italy,IT0003132476,43.83344,13.85274,33,32,28,28,27,26,25,25
51328,Raiffeisen Gruppe,Switzerland,,46.02321,8.967696,73,73,67,71,71,72,77,77
39925,India,India,,29.2777,78.82655,82,79,75,74,74,72,72,76
38607,Guangzhou R&F Properties Co.,China,CNE100000569,40.109304,124.364287,63,66,59,67,68,70,73,74
55155,Smurfit Kappa Group Plc,Italy,IE00B1RR8406,44.0425,10.497222,71,73,70,74,80,81,86,86
6943,Barclays PLC,United Kingdom,GB0031348658,53.7024772,-2.2853688,78,79,76,78,80,83,85,88
44864,CaixaBank S.A.,Spain,ES0140609019,37.94947,-6.15372,84,85,86,87,86,89,91,91
2408,Israel,Israel,,31.70984,34.84003,73,76,80,82,85,86,88,90
49636,China,China,,36.83662,101.9533,70,67,72,74,79,82,84,86
4316,France,France,,42.79111,0.0171,79,82,82,88,88,90,93,93
44944,Fastighets AB Balder,Sweden,SE0000455057,57.70079,11.97437,62,63,63,68,71,71,73,76
48042,Credito Agrícola Group,Portugal,,40.20908,-8.366971,76,75,75,80,80,80,86,87
39171,ICICI Bank,India,INE090A01021,26.92606,81.19117,77,76,73,72,71,70,68,72
37097,Qatar,Qatar,,26.5,51.75,64,65,63,62,61,59,57,57
20573,Caisse Régionale de Crédit Agr,France,,47.84319,-3.69305,76,79,78,83,84,86,89,89
25474,CaixaBank S.A.,Spain,ES0140609019,40.39252,-3.724926,82,82,81,85,84,84,86,87
8826,Marks & Spencer Group plc,United Kingdom,GB0031274896,52.5654828,-2.0086164,71,72,72,74,78,78,81,84
6064,ING Groep N.V.,Netherlands,NL0011821202,51.51165,5.390333,78,84,83,89,90,92,94,94
43126,Credit Suisse,Switzerland,CH0012138530,47.42068,7.502207,69,71,66,68,74,79,81,82
25166,Deutsche Bk Aktiengesellschaft,Belgium,DE0005140008,50.70975,4.40581,81,83,81,84,84,86,88,89
45801,Republic of Turkey Ministry,Turkey,,40.76262,29.93653,72,76,78,81,83,85,87,87
44302,Kotak Mahindra Bank,India,INE237A01028,18.43546,79.13412,80,77,76,74,74,74,74,73
4316,China,China,,29.04716,119.4028,68,72,74,78,80,81,83,85
30454,China,China,,25.28204,110.3213,66,69,71,74,74,76,77,78
12156,Kingfisher plc,United Kingdom,GB0033195214,51.7088899,-1.9594586,81,83,80,82,85,85,88,89
52786,Erste Group Bank,Bosnia and Herzegovina,AT0000652011,44.20672,17.90605,71,71,67,69,70,74,76,76
10637,Banco Santander S.A.,United Kingdom,ES0113900J37,50.3741726,-4.1389927,71,73,72,77,76,77,81,80
19287,BPER Banca SpA,Italy,IT0000066123,44.85212,11.55555,67,70,65,70,77,80,84,85
53584,Raiffeisen Banking Group,Ukraine,,50.0586,35.15944,64,64,63,73,79,79,82,85
13785,Attijariwafa bank SA,Ivory Coast,MA0000012445,5.32366,-4.01938,60,56,61,61,65,65,68,69
11221,Willis Towers Watson Plc,Italy,IE00BDB6Q211,41.90498,12.49522,80,81,81,83,85,86,87,89
2547,Yes Bank,India,INE528G01035,31.55911,75.63511,81,77,76,75,76,74,72,76
29761,India,India,,31.63403,74.87225,78,74,74,74,73,72,71,74
8604,India,India,,17.34038,77.88232,82,81,78,75,78,75,74,74
34249,EnBW Energie Baden-Württemberg,Germany,DE0005220008,49.61028,6.901715,73,76,74,78,81,83,87,88
16197,BNP Paribas,Ukraine,FR0000131104,50.39084,30.5011,68,64,62,76,82,83,85,87
50042,Swedbank,Sweden,SE0000242455,59.35909,18.00039,63,65,64,70,71,76,77,80
55527,China,China,,24.32556,109.4159,67,69,68,69,73,74,74,77
35087,India,India,,25.5975,84.30356,75,74,69,68,68,64,64,67
13124,India,India,,22.54478,88.36428,63,62,53,54,56,53,56,61
18611,Samhällsbyggnadsbolaget i Nord,Sweden,SE0009554454,59.53107,16.71571,68,69,68,77,80,83,85,89
53136,Bank of Shanghai Co. Ltd.,China,CNE100002FM5,31.14481,121.4047,79,80,81,84,86,86,87,88
20137,India,India,,19.12915,72.8332,46,55,56,54,57,59,64,65
26481,J Sainsbury plc,United Kingdom,GB00B019KW72,51.0755114,-0.8008479,81,83,79,85,88,88,91,92
39814,Banca Transilvania S.A.,Romania,ROTLVAACNOR1,46.72204,25.59881,75,78,76,79,84,85,86,89
30328,DENTSPLY SIRONA Inc.,India,US24906P1093,28.627064,77.373855,65,58,52,51,52,47,46,52
32442,China,China,,30.67758,104.0536,64,69,66,71,75,78,81,81
21880,Snam S.p.A.,Italy,IT0003153415,45.45,9.4,70,74,69,75,79,82,87,87
15897,Société Générale Société anony,Czech Republic,FR0000130809,49.68133,18.66716,71,75,74,79,80,83,86,86
30273,Crédit Agricole Group,France,,43.51411,0.404648,73,74,74,80,81,85,88,89
14481,Retail Estates N.V.,Belgium,BE0003720340,50.76793,5.4661,78,81,83,86,87,88,91,92
11361,Al Rajhi Bnkg & Invt Corp.,Saudi Arabia,SA0007879113,24.69083,46.59517,78,80,80,80,79,81,82,81
37233,Access Holdings Plc,Kenya,NGACCESS0005,-0.78029,35.34118,70,73,76,78,82,84,84,85
20422,China,China,,27.69099,109.1822,68,71,74,76,82,85,85,88
5081,India,India,,26.98497,75.77354,77,74,70,72,70,69,67,70
36544,Care Property Invest NV,Belgium,BE0974273055,51.4559,4.44486,69,73,71,77,79,82,85,87
5284,Capitec Bank Holdings,South Africa,ZAE000035861,-26.45352,27.3641,78,79,79,81,85,87,88,90
2326,India,India,,22.34806,82.7004,68,67,63,60,58,61,59,63
25685,City Union Bank,India,INE491A01021,12.96022,80.05738,75,74,72,74,72,74,74,72
54564,China Jinmao Hldgs. Group Ltd.,China,HK0817039453,31.42776,121.13188,70,72,75,79,83,85,87,89
26104,China,China,,26.05805,119.306,73,74,74,76,76,79,80,81
4159,ICICI Bank,India,INE090A01021,26.00619,92.85681,62,66,63,66,66,75,76,76
32544,India,India,,27.42979,83.4189,81,80,78,76,78,77,77,79
39286,India,India,,16.54346,81.5136,65,61,54,58,60,61,63,65
41403,India,India,,17.44448,78.44251,80,78,76,74,76,74,74,73
20258,India,India,,23.73589,86.80482,65,63,57,54,57,51,56,61
50079,India,India,,12.84074,79.70646,77,75,74,74,73,73,73,72
37007,BNP Paribas,Turkey,FR0000131104,41.07395,28.62339,77,80,80,81,82,84,86,87
5538,China,China,,43.90727,126.5594,63,62,58,59,56,58,61,59
44297,India,India,,15.60913,76.6584,75,73,68,67,67,66,64,62
1528,Industrial Bank,China,CNE000001QZ7,29.84456,115.014,66,69,74,76,79,78,81,83
34331,Banco Santander S.A.,Spain,ES0113900J37,37.41164,-1.745003,79,82,83,85,86,87,89,91
34767,Banca Popolare di Sondrio S.p.,Italy,IT0000784196,45.48604,9.226217,66,68,64,69,70,71,76,77
4286,Shanghai Pudong Development,China,CNE0000011B7,31.95372,118.8465,62,64,63,68,71,71,71,73
48450,Credito Emiliano Hldg S.p.A.,Italy,,45.68236,8.731852,71,71,69,74,77,79,85,85
10368,India,India,,19.81034,84.79366,75,75,70,73,72,73,77,77
29504,Engie SA,Belgium,FR0010208488,50.25001,5.91309,79,80,83,85,87,88,90,90
53140,CrelanCo,Belgium,,51.12941,3.485356,82,84,83,87,88,90,92,92
22809,Anglo American plc,United Kingdom,GB00B1XZS820,53.2271,-2.64406,72,75,73,76,81,84,86,89
52134,China,China,,21.42984,110.7166,73,74,76,76,81,82,84,84
35886,Castellum,Sweden,SE0000379190,58.74572,17.00396,72,73,74,81,84,86,89,91
2258,Banco BPM S.p.A.,Italy,IT0005218380,43.84211,10.57334,82,83,81,85,88,89,91,92
24090,Beijing Rural Commercial Bank,China,,39.91968,116.3594,78,79,78,75,78,76,77,78
15201,South Korea,United Kingdom,,61.19291,0.740133,31,32,27,23,24,23,22,23
856,ICICI Bank,India,INE090A01021,13.04744,80.2445,72,72,69,70,68,71,71,70
14653,Absa Group,South Africa,ZAE000255915,-28.85308,31.84962,52,55,54,62,67,75,76,80
8258,Banco Santander S.A.,Poland,ES0113900J37,53.13128,17.99477,64,63,62,67,70,69,73,76
2865,India,India,,21.21015,81.378,64,58,52,48,46,47,50,51
18156,Nationwide BS,United Kingdom,GB00BBQ33664,53.32736,-2.230667,77,78,76,79,82,84,86,89
2146,SASAC,China,,22.63974,114.2742,70,71,71,73,77,78,80,82
22052,China Minsheng Banking,China,CNE0000015Y0,37.87509,112.5637,78,79,79,77,79,80,81,80
52145,Guangdong Nanyue Bank Ltd,China,,21.28141,110.3694,73,74,76,76,82,82,84,85
39683,Absa Group,South Africa,ZAE000255915,-33.96104,18.53722,71,70,71,71,73,74,76,80
54797,Severn Trent Plc,United Kingdom,GB00B1FH8J72,53.1559,-1.18197,74,77,75,79,83,85,90,91
40020,India,India,,26.93682,80.90476,80,79,76,74,74,72,70,74
45872,India,India,,24.93267,73.82623,72,70,67,66,68,67,69,72
42994,India,India,,28.40437,78.10488,83,78,74,74,73,71,68,74
40722,China,China,,37.91014,112.163,80,81,82,80,83,84,85,85
31960,ING Groep N.V.,Belgium,NL0011821202,50.85184,2.883946,78,80,78,83,85,88,92,92
54359,Chongqing Rural Commercial,China,CNE100000X44,29.58498,106.2322,68,71,71,76,82,86,86,88
38670,Engie SA,France,FR0010208488,45.98566,0.17065,79,84,83,86,88,89,92,93
43259,BNP Paribas,France,FR0000131104,47.90869,7.212021,67,71,67,71,75,80,83,85
11659,China,China,,39.92993,116.4677,78,79,78,75,78,76,77,78
41968,Sweden,Germany,,50.60412,11.47466,76,78,73,77,83,85,88,89
9255,Empiric Student Property Plc,United Kingdom,GB00BLWDVR75,51.48345,-3.17332,70,73,72,75,76,77,82,83
3224,Grosvenor Holdings L.L.C.,South Korea,,37.570692,126.981513,79,78,78,78,85,83,85,86
9991,China,China,,22.83769,108.2686,64,67,68,69,72,75,72,75
43447,China,China,,37.88727,112.5109,78,79,79,77,79,80,81,80
39045,Kerry Group,Philippines,,14.55622,121.02121,77,76,76,79,80,81,83,82
31803,Standard Bank,Namibia,ZAE000109815,-20.37109,14.96532,68,68,70,68,67,69,70,72
47297,China,China,,38.28477,109.7558,82,81,80,79,81,82,82,83
9101,India,India,,22.24783,87.35165,68,70,62,61,63,62,67,71
30439,India,India,,22.33233,73.15246,72,72,72,70,72,72,72,73
42215,Balfour Beatty plc,United Kingdom,GB0000961622,53.6239,-2.15336,75,76,73,75,77,78,80,83
6152,Ping An Ins (Grp) Co. CN Ltd,China,CNE1000003X6,39.98936,116.3955,78,79,78,75,77,76,77,78
3504,Agilent Technologies Inc,Ireland,US00846U1016,53.291891,-6.13355,68,70,70,75,76,79,81,83
26402,KB Financial Group,South Korea,KR7105560007,37.55323,126.8269,79,78,77,78,84,83,84,86
32378,China,China,,24.42615,98.56847,64,65,68,71,73,77,82,81
47699,ICICI Bank,India,INE090A01021,32.24454,77.18955,75,71,68,72,74,75,79,81
54654,State Bank of Vietnam,Vietnam,,12.68638,108.0533,68,66,64,72,72,75,74,76
38218,OTP Bank Nyrt.,Hungary,HU0000061726,47.3844,19.34771,65,70,67,74,80,83,86,88
52799,Metrobank Bank & Trust,Philippines,PHY6028G1361,14.73277,120.9611,77,75,73,75,77,77,80,81
50814,Bank of Zhengzhou Co. Ltd.,China,CNE1000023P0,34.73639,113.7408,72,77,78,76,78,78,78,80
4852,CaixaBank S.A.,Spain,ES0140609019,40.54307,0.481146,71,74,70,78,79,83,86,85
14572,China,China,,23.00447,113.0943,63,64,64,65,69,67,70,72
40511,Grupo Cooperativo,Spain,,37.60674,-0.9765,70,73,74,74,75,77,78,80
29426,India,India,,22.46688,69.06657,76,76,79,79,79,81,81,84
32250,China,China,,22.68213,109.2724,68,70,72,74,78,81,79,83
26246,Starbucks Corp.,United Arab Emirates,US8552441094,25.16796,55.36551,66,73,66,75,77,77,81,82
27082,Eni S.p.A.,Italy,IT0003132476,44.55,12.235556,81,83,84,88,91,93,95,96
43777,Deutscher Sparkassen- und Giro,Germany,,48.69536,8.77103,77,81,77,77,80,85,87,88
39685,SASAC,China,,43.02109,118.08413,79,77,73,77,80,78,80,82
27646,SASAC,China,,29.253114,92.464672,65,60,62,66,70,78,80,83
34584,Republic of Turkey Ministry,Turkey,,36.83184,34.64984,78,81,83,82,82,86,87,89
8950,Shanghai Pudong Development,China,CNE0000011B7,45.70009,126.5824,63,63,62,67,70,68,74,75
4329,Acciona,Spain,ES0125220311,39.03247,-1.26615,83,86,85,88,90,91,92,93
18540,Marks & Spencer Group plc,United Kingdom,GB0031274896,50.8228789,-1.1651287,71,74,71,74,77,76,82,81
40347,Chongqing Rural Commercial,China,CNE100000X44,29.59115,106.5953,67,67,65,69,74,77,77,79
2540,Apollo Global Management Inc.,Italy,US03769M1062,46.48373,12.86318,76,80,75,79,80,80,84,84
52320,China,China,,25.75423,112.7289,72,74,76,79,81,82,84,85
37418,Vastned Retail N.V.,Netherlands,NL0000288918,52.0923,5.11713,68,70,69,73,75,78,80,81
50076,India,India,,27.52851,81.96731,80,79,76,74,73,73,73,75
44579,Banque Centrale Populaire,Morocco,MA0000011884,35.17378,-2.92058,53,57,51,58,61,62,66,69
13427,China,China,,23.57666,116.6005,73,74,75,76,79,81,83,85
26261,Ministero dell'Economia,Italy,,37.40671,13.61803,77,80,79,84,86,88,90,92
55684,Bank of Comms Co. Ltd.,China,CNE100000205,26.08412,119.2945,73,74,74,76,76,79,80,81
1016,Groupe BPCE,France,,45.75296,4.828937,67,67,64,66,71,70,76,76
1657,Intesa Sanpaolo S.p.A.,Italy,IT0000072618,43.66092,10.63237,81,84,82,85,88,89,91,92
48308,Greggs plc,United Kingdom,GB00B63QSB39,54.8514127,-5.8175247,71,74,75,79,79,83,84,86
47043,INDUS Holding AG,Germany,DE0006200108,50.964706,7.151225,68,72,70,76,79,81,85,87
22778,Sanmar Holdings Ltd.,India,,11.8234,77.84726,73,73,68,67,66,66,64,66
5365,China,China,,39.6825,118.2104,76,79,77,76,77,77,79,78
13817,UniCredit S.p.A.,Italy,IT0005239360,45.2333,7.854088,74,76,73,78,82,84,89,89
11252,Haci Ömer Sabanci Holding A.S.,Turkey,TRASAHOL91Q5,41.10271,28.8978,77,79,80,82,83,84,87,88
40098,China,China,,19.98865,110.3649,70,73,74,75,78,81,83,83
52184,CaixaBank S.A.,Spain,ES0140609019,37.40125,-5.926252,82,83,83,83,83,84,85,84
52776,Société Générale Société anony,France,FR0000130809,44.01762,1.353974,69,72,70,74,78,80,81,82
10093,FRI-EL Green Power S.p.A.,Spain,IT0004220585,40.7609,-0.75011,72,74,71,79,80,85,88,88
38941,Groupe BPCE,France,,49.33047,2.465234,77,80,78,88,90,92,93,93
18253,Grupo Cooperativo,Spain,,39.27841,-0.380885,55,63,57,68,69,73,77,79
9110,Banco Santander S.A.,Spain,ES0113900J37,40.34906,-3.525897,82,82,81,85,84,84,86,87
27311,Tianjin Rural Comm Bk Co. Ltd.,China,,39.37781,117.0755,79,76,69,67,69,68,70,70
7505,India,India,,16.57277,82.00017,51,46,43,48,52,53,54,60
13528,India,India,,25.60091,85.08536,59,56,54,50,50,49,50,51
14742,India,India,,22.2947,70.80603,77,74,75,75,74,76,76,78
51122,India,India,,28.75551,77.19412,63,56,52,50,51,46,44,52
42550,Nokia Oyj,Switzerland,FI0009000681,47.367757,8.511343,66,68,62,65,69,72,74,76
45541,India,India,,9.941558,78.14059,76,77,74,73,73,76,75,78
18246,UniCredit S.p.A.,Romania,IT0005239360,44.474352,26.067915,73,75,78,79,80,81,83,84
54767,China,China,,32.18798,90.34304,65,66,65,63,63,64,64,65
32873,Republic of Turkey Ministry,Turkey,,41.00878,29.07025,72,77,79,83,84,85,88,88
44020,China,China,,40.02074,118.7054,63,63,60,61,57,59,62,61
21790,India,India,,28.38814,77.05085,82,79,74,74,74,71,69,73
16220,China,China,,22.54492,114.0951,67,68,66,69,71,73,74,76
32958,Banco Comercial Português S.A.,Portugal,PTBCP0AM0015,39.69311,-8.29124,84,83,84,87,87,88,91,92
19346,China,China,,34.45653,113.0504,74,80,80,79,83,83,84,85
15559,ICICI Bank,India,INE090A01021,22.57044,88.41484,63,62,53,54,56,53,56,61
9881,Grupo Cooperativo,Spain,,40.63199,-3.16525,82,82,81,84,84,85,86,87
32310,Société Générale Société anony,France,FR0000130809,47.58713,1.331443,70,72,69,73,75,77,80,81
20420,India,India,,13.9449,75.57164,79,79,73,73,74,76,74,74
20092,India,India,,21.82344,75.61036,81,79,75,73,74,72,72,72
17799,Banco Santander S.A.,Spain,ES0113900J37,38.86462,-1.092835,82,86,85,88,89,91,92,93
3701,Eni S.p.A.,Norway,IT0003132476,58.34661,1.890272,28,28,24,22,22,22,22,23
2926,Intesa Sanpaolo S.p.A.,Italy,IT0000072618,44.31501,9.33071,71,73,70,73,75,77,80,80
41831,Banco Santander S.A.,Spain,ES0113900J37,41.718,0.118318,81,85,84,88,88,91,93,92
15043,Erste Group Bank,Czech Republic,AT0000652011,49.14812,15.00192,65,70,68,72,77,82,85,85
4681,Kotak Mahindra Bank,India,INE237A01028,19.45792,72.80677,42,51,49,48,51,55,59,58
10021,China,China,,27.82485,113.158,66,68,69,69,73,73,75,77
27399,Garmin Ltd.,Sweden,CH0114405324,57.559407,11.961216,66,68,68,74,78,79,81,84
